flag_type,check_id,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,metric_name,metric_value,threshold,delta,severity,detail
KEYWORD_IS_PRESSURE,CA-D08,6503042592,EX | 26 | CH | SEARCH | LEAD | Maler,193358511562,AG | RSA | Maler,temporärbüro maler,keyword_is_with_rank_lost,17.1,IS<30% AND rank-lost>40%,,High,"Keyword IS: 17.1%, Rank-lost: 54.5%. Under heavy competitive pressure. Spend: $479.53."
KEYWORD_POSITION_LOSS,CA-D08,6503042592,EX | 26 | CH | SEARCH | LEAD | Maler,193358511562,AG | RSA | Maler,temporärbüro maler,keyword_top_impression_share,13.9,top-IS<20%,,Medium,"Top IS: 13.9%, Abs top IS: 10.0%. Losing page position. Spend: $479.53."
KEYWORD_IS_PRESSURE,CA-D08,20702215351,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,154917284156,AG | RSA | Polymechaniker,polymechaniker schweiz,keyword_is_with_rank_lost,12.1,IS<30% AND rank-lost>40%,,High,"Keyword IS: 12.1%, Rank-lost: 49.0%. Under heavy competitive pressure. Spend: $464.64."
KEYWORD_POSITION_LOSS,CA-D08,20702215351,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,154917284156,AG | RSA | Polymechaniker,polymechaniker schweiz,keyword_top_impression_share,10.0,top-IS<20%,,Medium,"Top IS: 10.0%, Abs top IS: 10.0%. Losing page position. Spend: $464.64."
KEYWORD_IS_PRESSURE,CA-D08,1509955426,EX | 25 | CH | SEARCH | LEAD | Brand,57909492917,Kollabo Name,kollabo ag,keyword_is_with_rank_lost,26.9,IS<30% AND rank-lost>40%,,High,"Keyword IS: 26.9%, Rank-lost: 42.2%. Under heavy competitive pressure. Spend: $407.90."
KEYWORD_IS_PRESSURE,CA-D08,23473611323,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,194378322893,AG | RSA | Heizungsinstallateur KW Testing,job als heizungsmonteur,keyword_is_with_rank_lost,16.6,IS<30% AND rank-lost>40%,,High,"Keyword IS: 16.6%, Rank-lost: 51.4%. Under heavy competitive pressure. Spend: $404.13."
KEYWORD_POSITION_LOSS,CA-D08,23473611323,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,194378322893,AG | RSA | Heizungsinstallateur KW Testing,job als heizungsmonteur,keyword_top_impression_share,13.1,top-IS<20%,,Medium,"Top IS: 13.1%, Abs top IS: 10.0%. Losing page position. Spend: $404.13."
KEYWORD_IS_PRESSURE,CA-D08,15210620317,EX | 25 | CH | SEARCH | LEAD | Automatiker,193394861642,AG | RSA | Automatiker,automatiker temporär,keyword_is_with_rank_lost,14.3,IS<30% AND rank-lost>40%,,High,"Keyword IS: 14.3%, Rank-lost: 57.0%. Under heavy competitive pressure. Spend: $391.44."
KEYWORD_POSITION_LOSS,CA-D08,15210620317,EX | 25 | CH | SEARCH | LEAD | Automatiker,193394861642,AG | RSA | Automatiker,automatiker temporär,keyword_top_impression_share,11.0,top-IS<20%,,Medium,"Top IS: 11.0%, Abs top IS: 10.0%. Losing page position. Spend: $391.44."
KEYWORD_IS_PRESSURE,CA-D08,20685916051,EX | DE | DACH | SEARCH | LEAD | UMLAND TEST,154386686829,STAN | HOME | BROAD,handwerker jobs schweiz,keyword_is_with_rank_lost,16.1,IS<30% AND rank-lost>40%,,High,"Keyword IS: 16.1%, Rank-lost: 69.5%. Under heavy competitive pressure. Spend: $371.13."
KEYWORD_POSITION_LOSS,CA-D08,20685916051,EX | DE | DACH | SEARCH | LEAD | UMLAND TEST,154386686829,STAN | HOME | BROAD,handwerker jobs schweiz,keyword_top_impression_share,11.9,top-IS<20%,,Medium,"Top IS: 11.9%, Abs top IS: 10.0%. Losing page position. Spend: $371.13."
KEYWORD_IS_PRESSURE,CA-D08,23473547006,EX | 26 | CH | SEARCH | LEAD | Abdichter,191108771999,AG | RSA | Abdichter,bauwerksabdichter jobs,keyword_is_with_rank_lost,14.0,IS<30% AND rank-lost>40%,,High,"Keyword IS: 14.0%, Rank-lost: 59.0%. Under heavy competitive pressure. Spend: $307.21."
KEYWORD_POSITION_LOSS,CA-D08,23473547006,EX | 26 | CH | SEARCH | LEAD | Abdichter,191108771999,AG | RSA | Abdichter,bauwerksabdichter jobs,keyword_top_impression_share,10.5,top-IS<20%,,Medium,"Top IS: 10.5%, Abs top IS: 10.0%. Losing page position. Spend: $307.21."
KEYWORD_IS_PRESSURE,CA-D08,23468556621,EX | 25 | CH | SEARCH | LEAD | Gipser,194724430511,AG | RSA | Gipser,gipser stellen zürich,keyword_is_with_rank_lost,18.6,IS<30% AND rank-lost>40%,,High,"Keyword IS: 18.6%, Rank-lost: 56.6%. Under heavy competitive pressure. Spend: $284.41."
KEYWORD_POSITION_LOSS,CA-D08,23468556621,EX | 25 | CH | SEARCH | LEAD | Gipser,194724430511,AG | RSA | Gipser,gipser stellen zürich,keyword_top_impression_share,14.5,top-IS<20%,,Medium,"Top IS: 14.5%, Abs top IS: 10.0%. Losing page position. Spend: $284.41."
KEYWORD_IS_PRESSURE,CA-D08,23468556621,EX | 25 | CH | SEARCH | LEAD | Gipser,194724430511,AG | RSA | Gipser,gipser freie stellen,keyword_is_with_rank_lost,16.6,IS<30% AND rank-lost>40%,,High,"Keyword IS: 16.6%, Rank-lost: 56.6%. Under heavy competitive pressure. Spend: $275.01."
KEYWORD_POSITION_LOSS,CA-D08,23468556621,EX | 25 | CH | SEARCH | LEAD | Gipser,194724430511,AG | RSA | Gipser,gipser freie stellen,keyword_top_impression_share,13.1,top-IS<20%,,Medium,"Top IS: 13.1%, Abs top IS: 10.0%. Losing page position. Spend: $275.01."
KEYWORD_IS_PRESSURE,CA-D08,23478262294,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,193437338762,AG | RSA | Strassenbauer,temporär Strassenbauer,keyword_is_with_rank_lost,17.5,IS<30% AND rank-lost>40%,,High,"Keyword IS: 17.5%, Rank-lost: 57.0%. Under heavy competitive pressure. Spend: $268.72."
KEYWORD_POSITION_LOSS,CA-D08,23478262294,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,193437338762,AG | RSA | Strassenbauer,temporär Strassenbauer,keyword_top_impression_share,13.4,top-IS<20%,,Medium,"Top IS: 13.4%, Abs top IS: 10.0%. Losing page position. Spend: $268.72."
KEYWORD_IS_PRESSURE,CA-D08,23473587776,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,194925305514,AG | RSA | Bauarbeiter,offene stellen bau,keyword_is_with_rank_lost,12.8,IS<30% AND rank-lost>40%,,High,"Keyword IS: 12.8%, Rank-lost: 68.6%. Under heavy competitive pressure. Spend: $264.56."
KEYWORD_POSITION_LOSS,CA-D08,23473587776,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,194925305514,AG | RSA | Bauarbeiter,offene stellen bau,keyword_top_impression_share,10.0,top-IS<20%,,Medium,"Top IS: 10.0%, Abs top IS: 10.0%. Losing page position. Spend: $264.56."
CPC_COMPETITIVE_PRESSURE,CA-D11,23468574954,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,,,,cpc_is_correlation,-0.603,r < -0.5,,Medium,Moderate negative CPC-IS correlation (r=-0.603). CPC changed 37.8% ($1.35 → $1.86) over 12 weeks. Possible competitive pressure.
KPI_IMPACT,CA-D13,20768068758,EX | 25 | CH | SEARCH | LEAD | Automatikmonteur,,,,estimated_conversion_loss_pct,165.2,10%,,High,"IS declined 20.4pp (32.8% → 12.4%). Est. lost: 3501 impressions, 306 clicks, 14.8 conversions ($0.00 value). Conv loss: 165.2% of campaign total."
KPI_IMPACT,CA-D13,23468574954,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,,,,estimated_conversion_loss_pct,6.2,5%,,Medium,"IS declined 1.4pp (23.7% → 22.3%). Est. lost: 172 impressions, 18 clicks, 0.4 conversions ($0.00 value). Conv loss: 6.2% of campaign total."
KPI_IMPACT,CA-D13,23473633574,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,,,,estimated_conversion_loss_pct,11.6,10%,,High,"IS declined 5.0pp (48.4% → 43.4%). Est. lost: 136 impressions, 17 clicks, 0.4 conversions ($0.00 value). Conv loss: 11.6% of campaign total."
KPI_IMPACT,CA-D13,23478231493,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,,,,estimated_conversion_loss_pct,21.3,10%,,High,"IS declined 9.0pp (51.1% → 42.1%). Est. lost: 269 impressions, 39 clicks, 0.9 conversions ($0.00 value). Conv loss: 21.3% of campaign total."
