campaign_name,day_of_week,hour,weeks_observed,weeks_high,weeks_low,weeks_dead,consistency,avg_cpa,avg_cpa_deviation_pct
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,11,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,12,5,3,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,12,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,12,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,12,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,12,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,13,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,13,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,13,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,13,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,13,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,13,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,13,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,14,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,14,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,14,3,3,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,14,4,2,1,1,unconfirmed,10.26,-87.0
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,14,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,14,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,14,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,15,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,15,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,15,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,16,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,16,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,16,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,16,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,16,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,16,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,16,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,17,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,17,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,17,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,17,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,17,3,3,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,17,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,17,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,18,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,18,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,18,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",WEDNESDAY,18,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,18,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,19,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,19,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,19,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,19,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,19,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,19,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,20,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,20,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",TUESDAY,20,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,20,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,20,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,20,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,21,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,21,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,21,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,21,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,21,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,22,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,22,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,22,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,22,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,22,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SUNDAY,23,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",MONDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",THURSDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",FRIDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Grundbauer",SATURDAY,23,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,0,5,0,0,5,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,0,5,2,0,3,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,0,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,0,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,0,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,0,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,0,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,1,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,1,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,1,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,1,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,1,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,1,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,1,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,2,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,2,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,2,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,2,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,2,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,3,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,3,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,3,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,3,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,4,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,4,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,5,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,5,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,5,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,5,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,5,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,6,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,6,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,6,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,6,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,6,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,6,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,6,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,7,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,7,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,7,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,7,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,7,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,7,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,7,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,8,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,8,5,0,0,5,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,8,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,8,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,8,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,8,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,8,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,9,5,2,0,3,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,9,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,9,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,9,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,9,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,9,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,9,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,10,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,10,5,4,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,10,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,10,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,10,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,10,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,10,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,11,5,0,0,5,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,11,5,4,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,11,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,11,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,11,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,11,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,11,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,12,5,2,0,3,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,12,5,5,0,0,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,12,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,12,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,12,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,13,5,3,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,13,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,13,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,13,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,13,4,4,0,0,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,13,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,13,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,14,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,14,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,14,4,1,1,2,unconfirmed,5.66,-89.8
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,14,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,14,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,14,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,14,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,15,4,2,1,1,unconfirmed,3.64,-93.5
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,15,3,3,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,15,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,15,3,3,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,15,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,15,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,16,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,16,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,16,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,16,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,16,3,2,1,0,insufficient,13.38,-76.0
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,16,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,16,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,17,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,17,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,17,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,17,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,17,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,17,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,17,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,18,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,18,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,18,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,18,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,18,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,18,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,19,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,19,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,19,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,19,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,19,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,19,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,19,4,3,0,1,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,20,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",MONDAY,20,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,20,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,20,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,20,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,20,3,2,1,0,insufficient,3.93,-92.9
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,20,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,21,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,21,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,21,1,0,1,0,insufficient,0.79,-98.6
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,21,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,21,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,21,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,22,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,22,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,22,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,22,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,22,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,22,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SUNDAY,23,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",TUESDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",WEDNESDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",THURSDAY,23,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",FRIDAY,23,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | DYN Catchall",SATURDAY,23,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Brand",SUNDAY,0,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",MONDAY,0,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",TUESDAY,0,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",WEDNESDAY,0,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",THURSDAY,0,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Brand",FRIDAY,0,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",SATURDAY,0,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",SUNDAY,1,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",MONDAY,1,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",TUESDAY,1,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",WEDNESDAY,1,3,3,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",THURSDAY,1,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",FRIDAY,1,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",SATURDAY,1,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",TUESDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",WEDNESDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",FRIDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",SUNDAY,3,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",MONDAY,3,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",TUESDAY,3,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",WEDNESDAY,3,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",THURSDAY,3,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Brand",MONDAY,4,1,0,0,1,insufficient,,
