campaign_name,day_of_week,hour,weeks_observed,weeks_high,weeks_low,weeks_dead,consistency,avg_cpa,avg_cpa_deviation_pct
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,0,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,0,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,0,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,1,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,1,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,1,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,2,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,2,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,2,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,2,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,3,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,3,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,4,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,5,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,5,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,6,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,6,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,6,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,7,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,7,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,7,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,7,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,7,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,7,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,8,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,8,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,8,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,8,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,8,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,8,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,8,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,9,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,9,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,9,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,9,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,9,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,9,3,0,1,2,insufficient,2.08,-95.4
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,9,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,10,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,10,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,10,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,10,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,10,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,10,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,10,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,11,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,11,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,11,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,11,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,11,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,11,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,11,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,12,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,12,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,12,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,12,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,12,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,12,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,13,5,1,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,13,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,13,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,13,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,13,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,13,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,13,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,14,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,14,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,14,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,14,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,14,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,14,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,14,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,15,4,1,0,3,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,15,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,15,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,15,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,15,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,15,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,15,4,0,0,4,confirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,16,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,16,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,16,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,16,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,16,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,16,3,0,0,3,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,16,4,2,0,2,unconfirmed,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,17,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,17,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,17,3,1,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,17,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,17,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,17,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,17,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,18,3,0,1,2,insufficient,1.80,-96.0
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",TUESDAY,18,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,18,2,2,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,18,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,18,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,19,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,19,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,19,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,19,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,19,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,20,3,2,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,20,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,20,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,20,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,20,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,21,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",MONDAY,21,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,21,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,21,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,22,1,1,0,0,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,22,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,22,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,22,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SATURDAY,22,2,1,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",SUNDAY,23,1,0,0,1,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",WEDNESDAY,23,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",THURSDAY,23,2,0,0,2,insufficient,,
"EX | 26 | CH | SEARCH | LEAD | Dachdecker",FRIDAY,23,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,0,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,0,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,0,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,0,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,0,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,0,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,0,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,1,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,1,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,1,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,1,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,1,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,1,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,2,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,2,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,2,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,3,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,3,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,3,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,3,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,3,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,3,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,4,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,4,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,4,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,4,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,4,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,5,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,5,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,5,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,5,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,5,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,5,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,5,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,6,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,6,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,6,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,6,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,6,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,6,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,6,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,7,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,7,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,7,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,7,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,7,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,7,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,7,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,8,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,8,5,2,0,3,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,8,4,3,0,1,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,8,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,8,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,8,4,0,0,4,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,8,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,9,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,9,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,9,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,9,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,9,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,9,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,9,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,10,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,10,5,3,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,10,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,10,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,10,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,10,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,10,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,11,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,11,4,2,1,1,unconfirmed,13.67,-62.3
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,11,3,1,1,1,insufficient,3.48,-90.4
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,11,4,3,0,1,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,11,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,11,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,11,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,12,5,3,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,12,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,12,4,1,2,1,unconfirmed,4.19,-88.4
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,12,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,12,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,12,4,0,0,4,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,12,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,13,5,2,0,3,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,13,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,13,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,13,4,4,0,0,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,13,4,0,0,4,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,13,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,13,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,14,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,14,2,2,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,14,4,1,0,3,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,14,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,14,4,4,0,0,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,14,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,14,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,15,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,15,3,2,1,0,insufficient,4.92,-86.5
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,15,4,4,0,0,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,15,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,15,4,2,0,2,unconfirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,15,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,16,3,1,1,1,insufficient,10.05,-72.3
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,16,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,16,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,16,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,16,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,16,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,16,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,17,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,17,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,17,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,17,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,17,2,0,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,17,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,17,4,0,0,4,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,18,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,18,1,0,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,18,2,0,0,1,insufficient,53.15,46.5
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,18,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",THURSDAY,18,2,1,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,18,3,2,0,1,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,18,3,0,0,3,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,19,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",MONDAY,19,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",TUESDAY,19,2,1,1,0,insufficient,2.55,-93.0
"EX | 25 | CH | SEARCH | LEAD | Automatiker",WEDNESDAY,19,3,1,0,2,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",FRIDAY,19,1,1,0,0,insufficient,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SATURDAY,19,4,0,0,4,confirmed,,
"EX | 25 | CH | SEARCH | LEAD | Automatiker",SUNDAY,20,3,0,0,3,insufficient,,
